id,name,email,phone,numbers,subject,contact_person,designation,user_id,pipeline_id,stage_id,sources,products,nill,detail,country,labels,order,status,created_by,is_active,is_converted,date,created_at,updated_at,notes
8656,FEDERAL Brunch y Café de Especialidad - Palma,https://federalcafe.es/,+34 628 63 82 26,,FEDERAL Brunch y Café de Especialidad - Palma,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8657,Bunker Health & Fitness,https://www.elbunkermallorca.com/,+34 627 45 44 14,,Bunker Health & Fitness,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8658,"The Cover, Barcelona",https://thecover.com/barcelona/,+34 932 71 12 44,,"The Cover, Barcelona",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8659,Spaces - Las Cortes,https://www.spacesworks.com/es/madrid-es/las-cortes?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,+34 917 93 67 41,,Spaces - Las Cortes,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8660,"Spaces - Barcelona, Plaza Universitat",https://www.spacesworks.com/es/barcelona-es/plaza-universitat?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,+34 917 93 67 41,,"Spaces - Barcelona, Plaza Universitat",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8661,Working With,http://workingwith.es/,+34 648 97 59 60,,Working With,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8662,COWORKING MORLANS,http://coworkingmorlans.com/,+34 606 86 48 18,,COWORKING MORLANS,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8663,Sukha Coworking | Galdakao,https://sukhacoworking.es/,+34 607 73 10 71,,Sukha Coworking | Galdakao,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8664,#NAME?,NULL,+34 647 64 01 31,,#NAME?,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8665,Coworking Easo,https://www.coworkingeaso.com/,+34 644 28 45 05,,Coworking Easo,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8666,Arabay Flagship Store Palma,https://www.arabaycoffee.com/,+34 871 03 79 96,,Arabay Flagship Store Palma,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8667,In Rock Escalada,https://www.inrockescalada.com/,+34 871 61 17 76,,In Rock Escalada,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8668,Casal de Barri El Terreno - Associació de veïnats Bellver El Terreno,https://elterreno.info/about.html,+34 639 02 61 84,,Casal de Barri El Terreno - Associació de veïnats Bellver El Terreno,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8669,SUKHA Palma,NULL,+34 671 34 65 02,,SUKHA Palma,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8670,Alquiler de espacios,NULL,+34 677 73 96 02,,Alquiler de espacios,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8671,1962 Café & Gastrobar,https://www.hotelsaratoga.com/restaurantes-y-bares-palma-centro/gastrobar,+34 971 72 72 40,,1962 Café & Gastrobar,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8672,PMA Studio,http://www.pmastudio.com/,+34 609 58 40 09,,PMA Studio,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8673,Teatre del Mar,http://www.teatredelmar.com/,+34 971 24 84 00,,Teatre del Mar,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8674,PalmaActiva,https://web.palmaactiva.com/,+34 900 139 138,,PalmaActiva,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8675,"GIEM (Gestion deportiva, educativa y tiempo libre)",http://www.giem.es/,+34 687 87 91 72,,"GIEM (Gestion deportiva, educativa y tiempo libre)",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8676,Cafè Plaça,NULL,+34 971 72 69 15,,Cafè Plaça,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8677,Bionox Innova S.L.,https://bionoxinnova.es/,+34 665 89 92 12,,Bionox Innova S.L.,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8678,Grup Serveis,http://vistifet.es/,+34 601 27 10 14,,Grup Serveis,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8679,Proyecto Neo,https://proyectoneo.com/,+34 654 87 43 21,,Proyecto Neo,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8680,Da Me,https://www.damepalma.com/,+34 635 38 58 47,,Da Me,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8681,Estudi Llimona Palma,https://estudillimona.com/,+34 636 59 55 49,,Estudi Llimona Palma,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8682,We'Canna Consulting,https://wecannaconsulting.com/,+34 622 34 34 76,,We'Canna Consulting,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8683,My Blue Mallorca - Local Real Estate Experts,https://mybluemallorca.com/,+34 639 52 08 96,,My Blue Mallorca - Local Real Estate Experts,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8684,S2 INFORMATICA,https://s-2.es/,+34 871 95 77 03,,S2 INFORMATICA,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8685,Lola Fritz Studio,https://lolafritz.com/,+34 668 58 09 70,,Lola Fritz Studio,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8686,Coworking Gipuzkoa,https://www.coworkinggipuzkoa.com/,+34 943 88 22 11,,Coworking Gipuzkoa,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8687,Eibargunea Coworking,https://www.debegesa.eus/es/emprendimiento/espacios-para-el-emprendimiento/eibargunea/,+34 943 82 01 10,,Eibargunea Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8688,"Regus - San Sebastián, Avenida de la Libertad",https://www.regus.com/es-es/spain/san-sebastian/avenida-libertad-17-5435?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,+34 917 93 67 40,,"Regus - San Sebastián, Avenida de la Libertad",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8689,BerriUp Aceleradora de Startups,http://www.berriup.com/,+34 943 94 25 34,,BerriUp Aceleradora de Startups,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8690,COSSI coworking - espai de treball compartit al centre de Girona,http://cossicoworking.cat/,+34 660 81 74 97,,COSSI coworking - espai de treball compartit al centre de Girona,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8691,CANJOAN COWORKING,http://www.canjoancoworking.com/,+34 676 11 43 75,,CANJOAN COWORKING,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8692,CREC Coworking Sabadell,https://crec.cc/coworking-sabadell/,+34 672 62 71 73,,CREC Coworking Sabadell,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8693,Parc Central - Coworking i despatxos a Girona,https://www.parccentralcoworking.com/,+34 972 13 20 11,,Parc Central - Coworking i despatxos a Girona,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8694,Industrial 43 Sant Pere - Coworking Terrassa,http://www.industrial43.com/,+34 686 79 40 83,,Industrial 43 Sant Pere - Coworking Terrassa,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8695,Coworking Cooperatiu - Cooking Girona,https://www.cooking.cat/,+34 972 68 55 00,,Coworking Cooperatiu - Cooking Girona,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8696,Happy Works el Coworking de Sabadell,http://www.happyworkssbd.com/,+34 937 27 61 32,,Happy Works el Coworking de Sabadell,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8697,COWORKING LLORET,https://coworkinglloret.es/,+34 695 42 20 57,,COWORKING LLORET,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8698,Coworking Girona | espai hivernacle,https://espaihivernacle.com/,+34 620 62 95 00,,Coworking Girona | espai hivernacle,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8699,B&Co Working Place,http://www.bcworkingplace.com/,+34 680 92 78 98,,B&Co Working Place,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8700,MAGNET COWORKING VIC,http://www.magnetcoworking.com/,+34 621 25 39 71,,MAGNET COWORKING VIC,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8701,Coworking Sant Quirze,https://www.coworkingsantquirze.com/,+34 931 98 97 84,,Coworking Sant Quirze,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8702,L’Hort Crea,https://lhortcoworking.cat/,+34 620 94 08 34,,L’Hort Crea,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8703,SabadellCowork - Coworking Sabadell,http://www.sabadellcowork.com/,+34 935 37 74 44,,SabadellCowork - Coworking Sabadell,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8704,New Work Blanes,http://nwb.es/,+34 698 97 03 63,,New Work Blanes,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8705,Coworking Minds,https://coworkingminds.com/,+34 624 07 56 93,,Coworking Minds,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8706,CoCowork Alcúdia Beach,https://coworkalcudiabeach.com/,+34 617 97 15 20,,CoCowork Alcúdia Beach,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8707,Let's Go Coworking,NULL,+34 971 41 78 13,,Let's Go Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8708,Centre Coworking LLOSETA EMPRÈN,NULL,+34 652 05 56 52,,Centre Coworking LLOSETA EMPRÈN,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8709,Comunidad Inspira,https://www.inspira-pollenca.com/,+34 613 35 68 70,,Comunidad Inspira,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8710,La Benzinera,NULL,+34 609 77 13 87,,La Benzinera,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8711,Buenahente Studio,https://www.lota-design.com/,+34 632 11 00 93,,Buenahente Studio,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8712,Sa Font Cultura Coworking,https://instagram.com/safontcultura?igshid=YmMyMTA2M2Y=,+34 657 36 28 46,,Sa Font Cultura Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8713,Aroma Touch & Emocional Therapy,NULL,+34 626 24 44 76,,Aroma Touch & Emocional Therapy,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8714,Coworking Parc Bit,https://coworkbit.es/,+34 971 37 43 40,,Coworking Parc Bit,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8715,Sa Central,NULL,+34 652 66 05 50,,Sa Central,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8716,Centre Bit Raiguer - IDI,https://adrbalears.es/centre-bit-raiguer,+34 971 17 60 32,,Centre Bit Raiguer - IDI,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8717,Justcoworking - Workspaces,https://justcoworking.com/,+34 641 68 82 10,,Justcoworking - Workspaces,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8718,Balearic Business Hub Cowork Space,https://www.alcudiacoworking.com/,+34 611 26 98 94,,Balearic Business Hub Cowork Space,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8719,WanderHub,https://wanderhub.es/,+34 616 82 83 08,,WanderHub,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8720,esCowork,http://escowork.com/,+34 629 46 72 56,,esCowork,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8721,Baysense,https://baysense.es/,+34 620 73 44 28,,Baysense,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8722,REDOLS espais & coworking,https://redolscoworking.com/,+34 611 59 95 61,,REDOLS espais & coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8723,Espai Coworking Ses Salines,NULL,+34 637 30 42 01,,Espai Coworking Ses Salines,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8724,Petit Coworking,https://petitcoworking.com/,+34 871 57 05 26,,Petit Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8725,CaféOlé! Clubworking - Chamberí,https://cafeole-clubworking.com/,+34 665 32 55 30,,CaféOlé! Clubworking - Chamberí,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8726,Meet&Go Sala Crea,https://meetandgobcn.com/,+34 935 38 49 93,,Meet&Go Sala Crea,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8727,Espacio Negocios & Coworking ESPACIO B2B! RETIRO,http://espaciob2b.es/,+34 911 68 16 98,,Espacio Negocios & Coworking ESPACIO B2B! RETIRO,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8728,WIYP - Project,http://www.wiypproject.net/,+34 672 71 15 79,,WIYP - Project,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8729,Monday Chamberí | Coworking en Madrid,https://mymonday.es/ubicaciones/chamberi/,+34 910 05 99 43,,Monday Chamberí | Coworking en Madrid,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8730,La Sala CoWorking,http://www.lasalacoworking.es/,+34 656 81 25 92,,La Sala CoWorking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8731,La Idealogica,http://www.laidealogica.com/,+34 938 32 23 14,,La Idealogica,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8732,Coworking Mollet,http://www.coworkingmollet.com/,+34 661 31 27 11,,Coworking Mollet,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8733,Coworking Anfora,https://coworkinganfora.com/,+34 937 82 15 59,,Coworking Anfora,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8734,Giworking,https://giworking.com/,+34 635 90 10 38,,Giworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8735,Coworking Xammar,http://www.coworkingxammar.com/,+34 937 90 83 33,,Coworking Xammar,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8736,Clot Inversions Coworking,http://cicoworking.com/,+34 931 09 51 88,,Clot Inversions Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8737,JoWorking,http://www.joworking.cat/,+34 697 87 04 04,,JoWorking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8738,Wow art i disseny Hub (Estudio taller coworking),http://www.wowsabadell.com/,+34 629 35 28 18,,Wow art i disseny Hub (Estudio taller coworking),NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8739,Coworking Estudi30,http://www.coworkingestudi30.com/,+34 972 75 82 88,,Coworking Estudi30,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8740,Xemeneia Coworking,http://www.xemeneiacoworking.com/,+34 636 13 13 22,,Xemeneia Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8741,Arenys Coworking Corner,http://arenyscoworking.cat/,+34 937 95 99 75,,Arenys Coworking Corner,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8742,"Co-Jorba, Espai de Coworking",https://co-jorba.cat/,+34 938 72 21 05,,"Co-Jorba, Espai de Coworking",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8743,Coworking Berga,NULL,+34 630 45 26 33,,Coworking Berga,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8744,Share | El Coworking de Manresa,http://www.sharecowork.com/es,+34 931 31 42 69,,Share | El Coworking de Manresa,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8745,KauTic40 Terrassa,NULL,+34 937 68 61 03,,KauTic40 Terrassa,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8746,Flocs Coworking Palafrugell,http://flocscoworking.com/,+34 613 48 39 11,,Flocs Coworking Palafrugell,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8747,Oficina oberta - Espai de cotreball - Coworking Igualada,https://oficinaoberta.cat/,+34 609 93 91 83,,Oficina oberta - Espai de cotreball - Coworking Igualada,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8748,La Clau. Coworking Hostalric,https://www.instagram.com/laclau.coworking/,+34 722 66 78 66,,La Clau. Coworking Hostalric,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8749,Coworking i Viver d'Empreses de Salt,http://elviversalt.com/,+34 972 24 91 70,,Coworking i Viver d'Empreses de Salt,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8750,ESPAI CIRERA COWORKING RURAL,https://espaicirera.cat/,+34 646 34 14 81,,ESPAI CIRERA COWORKING RURAL,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8751,Tercer Segona. Coworking i espai creactiu a Manresa,https://tercersegona.com/,+34 699 95 81 90,,Tercer Segona. Coworking i espai creactiu a Manresa,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8752,Ca-nyera Coworking,http://canyeracoworking.cat/,+34 972 27 91 42,,Ca-nyera Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8753,Beauty Coworking Granollers,http://www.cornercoworking.com/,+34 654 15 42 92,,Beauty Coworking Granollers,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8754,Costa Brava Hub,https://costabravahub.com/,+34 613 00 86 97,,Costa Brava Hub,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8755,Epicentre,https://epicentre.cat/,+34 601 90 18 82,,Epicentre,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8756,La Fusteria Coworking Girona,NULL,+34 615 18 92 27,,La Fusteria Coworking Girona,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8757,Nordkat Coworking,https://nordkat.com/coworking,+34 694 27 37 58,,Nordkat Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8758,LOCAL - Espai Coworking a Guissona,http://www.localcoworking.cat/,+34 669 42 12 24,,LOCAL - Espai Coworking a Guissona,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8759,Coworking Montseny,http://www.coworkingmontseny.com/,+34 680 13 50 67,,Coworking Montseny,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
